,Species,Carbon source,model,RSS,RMSD,bic,aic,weighted_bic,weighted_aic,y0,K,r,nu,q0,v,has_lag,has_nu,max_growth_rate,min_doubling_time,lag,Binary growth evaluation,Yield
10,At,Glycine,,,,,,,,,,,,,,,,,,,0,0.0
11,At,Inosine,Model(BaranyiRoberts),0.0528744537402435,0.010803733078580229,-4065.5490227796668,-4090.244375532565,0.04592195993410828,0.2737148220640381,0.047964479307179175,0.3258685040533227,0.045919262310987606,1.278050502971275,0.008069258233013521,0.1491177880472372,True,True,0.033668493790538864,21.459515070626182,40.27333833139162,1,0.15273333333333336
12,At,L-alanine,Model(BaranyiRoberts),0.17889245285576166,0.021583923708288367,-2910.1955475631353,-2933.8994028786615,1.2709598527384834e-12,9.162267404246337e-12,0.01877068238838464,0.8537433536783257,0.19655121878616522,0.5150618273972205,172898333138.15433,124993903261.33337,True,True,0.13488699682915686,4.227310643977311,10.221553347255638,1,0.8133
13,At,L-arginine,Model(BaranyiRoberts),0.07793466846893321,0.015654953650575808,-2609.2592664913213,-2631.8315747880024,0.2168136364723913,0.9288424459025383,0.04841437751853728,1.0085723689758848,0.16156917324139958,0.7827275218707782,0.00010000134044441111,2.5601428382702203,False,True,0.12874740948776747,5.038719274830386,10.843527218469262,1,0.9247333333333334
14,At,L-aspartate,Model(BaranyiRoberts),0.0678049013794487,0.019092995588295473,-1441.1828691228316,-1460.5373491651108,0.004917552980557485,0.1015360676104921,0.04955713761013558,0.8310335038008607,0.1944381238367536,1.3924196246776444,0.00010058329509754493,10.556668165202257,False,True,0.17971741634668081,3.6910382604827046,6.183872372502881,1,0.7804333333333335
15,At,L-glutamate,Model(BaranyiRoberts),0.19261467791648068,0.02945562228689918,-1532.6264277335633,-1553.042492024797,0.9859781390320737,0.9995299815152651,0.05201000499461683,1.1677586372372273,0.46762606176435406,0.3002905833263637,0.00010000000341192639,1.5868252478397762,True,True,0.22798431919089718,2.9618507396285176,9.178112679673786,1,1.0388666666666668
16,At,L-glutamine,Model(BaranyiRoberts),0.08096245997193986,0.01884405764820462,-1778.4542186915444,-1799.030292465271,0.004096687986058316,0.09003058360984374,0.021991259297829746,1.0905190213436542,1.37614192916716,0.10000000000104142,386203763735.93896,279264610947.7987,False,True,0.3049830611813558,1.6730619508397289,3.76264861528047,1,1.0299333333333334
17,At,L-histidine,Model(BaranyiRoberts),0.11848524200916713,0.020497815314238273,-2158.6630078387834,-2180.514450264412,0.0059302308030316974,0.14979591537915307,0.0481667526208478,0.924996849657405,0.10076561366890023,2.369356654379477,0.00010000050804559457,3.903923986202379,False,True,0.0989793962967988,6.9138722055388735,15.147286923000353,1,0.8754333333333334
18,At,L-isoleucine,,,,,,,,,,,,,,,,,,,0,0.009900000000000006
19,At,L-Lactate,Model(BaranyiRoberts),0.1479823469677451,0.02514762796308731,-1690.9081900625933,-1711.6401167547397,0.11127351275289153,0.4384672427311552,0.04929651718421435,1.0657541875522567,1.2090936376394146,0.10000000000135632,0.00010000000021470612,2.919163926518598,True,True,0.2519547509261462,2.614684128573018,5.720848751779337,1,0.9819333333333333
20,At,L-leucine,Model(BaranyiRoberts),0.028143759239369175,0.007882100217560485,-4351.208409557865,-4375.903762310763,0.002723742001159871,0.08752702865769392,0.0532424472394053,0.12042634268650021,0.5806954305237743,0.10000042109948598,0.0035056663434238633,0.13979459658874216,True,False,0.01995953938271828,57.42687131576021,33.769754383643466,1,0.05899999999999999
21,At,Malate,Model(BaranyiRoberts),0.06255428030140103,0.01539311636559345,-2170.329110795423,-2191.7848054143005,0.003555580571317066,0.09003069902898371,0.04192990411910813,0.7658127741856267,1.4157494124554235,0.10000000101352621,216191320.6493913,157153365.64975497,False,True,0.2898983319406306,2.201507062618174,1.89603848422621,1,0.7233000000000002
22,At,Mannitol,Model(BaranyiRoberts),0.08248810331339163,0.020108541658078162,-1561.9884032346745,-1581.8971231977398,0.004560319988552385,0.090030571900396,0.004017784149279668,0.9977452397698452,1.851449269318105,0.10000000025416454,64553988402.604004,46785696069.35237,False,True,0.4267449639682318,0.9185435435435435,4.869780981207318,1,0.9411333333333334
23,At,Mannose,Model(BaranyiRoberts),0.3917555987109696,0.03942823492334541,-1596.3930663173464,-1617.569640842415,0.09038140945728461,0.36857123611909604,0.04380013359455526,1.3806297878854845,1.1381475478213416,0.1000000025629656,0.059368527840846674,0.33952676901749923,True,True,0.17928815663126016,3.950645089533978,11.872893537919362,1,1.1948999999999999
24,At,myo-inositol,Model(BaranyiRoberts),0.44485357625805555,0.0441713954564537,-1389.9970308498662,-1410.5731046235928,0.0040966871980242904,0.09003057225557325,0.033924578442289244,1.3979895424371296,1.0854410852064431,0.10000000001482934,192375216274.49725,139017028056.79935,False,True,0.23821240242903977,2.243423979535091,4.344368887245536,1,1.2863333333333336
25,At,Orotate,Model(BaranyiRoberts),0.021913829833033725,0.009110813969439493,-2447.2431269647277,-2468.6988215836054,0.7883836605539342,0.957023911950207,0.049918211529647705,0.18040691947512122,1.334125857003345,0.10000003255545453,0.00010000000129073428,1.3428384899789527,True,True,0.11507308397940089,7.1769130241352475,6.808122445903961,1,0.12946666666666667
26,At,Phenylalanine,,,,,,,,,,,,,,,,,,,0,0.03829999999999999
27,At,Proline,Model(BaranyiRoberts),0.5465993058903269,0.04311822483071552,-1814.4585199483965,-1836.5599985524286,0.0032036239034233674,0.09003055219820785,0.012151748953270314,1.3806425831982445,0.8708036757246485,0.10000001277581796,28745315176.296368,20791507480.248383,False,True,0.19766197797907592,2.2556167278389503,8.311804975607474,1,1.22
28,At,Ribose,Model(BaranyiRoberts),0.6806318812458629,0.043481537628881545,-2222.184950190689,-2245.50157437939,0.002411031111851039,0.09305630052247758,0.049778223030302104,1.4069112042411807,0.0915596205605,1.4227643896525297,0.00011001650348152481,3.9570390774725093,False,True,0.08539812449868293,7.685908130352576,18.627674213218775,1,1.3036666666666665
29,At,Sucrose,Model(BaranyiRoberts),0.14921100992514147,0.027877242989460867,-1343.1537489644186,-1362.6987211965852,0.16262629663842473,0.8346115015487122,0.05022466603568754,1.088676028204547,1.5899534837054488,0.10000000000149041,0.00010000049207903317,3.6782842477897706,False,True,0.33125132943439184,2.0171421421421414,4.446511542483127,1,1.0188333333333335
30,At,Uridine,Model(BaranyiRoberts),0.06603108746207867,0.012073275859621266,-3964.890000532616,-3989.585353285514,0.9229595163338565,0.9894518476612131,0.04950348351471101,1.04564598740557,0.3108666167967417,0.10000000023157926,0.00010000000145549137,0.7018408320469582,True,True,0.06456304206336064,10.351949171393615,22.985325511542186,1,0.5915
31,At,No CS,,,,,,,,,,,,,,,,,,,0,0.0
32,Ct,Acetate,Model(BaranyiRoberts),0.09083641052906047,0.022848377105910842,-1284.0942336202131,-1303.0485654155002,0.09018198099658652,0.32478070674638554,0.05047889851820009,1.3321698584728543,0.8911268574960941,0.20463240414619144,0.00010000000400944842,1.3788357311956385,True,True,0.32466401053809757,2.1471193415637853,9.108176146311205,1,1.1729999999999998
33,Ct,Adenosine,,,,,,,,,,,,,,,,,,,0,0.0016666666666666635
34,Ct,Cysteine,Model(BaranyiRoberts),0.03885308777669519,0.025447032497816317,-415.9726699125049,-428.5387372858375,0.0047278659854783295,0.04524900182823194,0.044816354645369705,0.15335727092104623,0.28420037263759396,9.592340124397467,0.6787872164641302,26.20686488326325,False,False,0.2878186864131747,2.4390501612723834,0.8876270854050731,1,0.1386666666666667
35,Ct,D-arabinose,,,,,,,,,,,,,,,,,,,0,0.006666666666666661
36,Ct,D-Glucose,,,,,,,,,,,,,,,,,,,0,0.013333333333333343
37,Ct,D-xylose,,,,,,,,,,,,,,,,,,,0,0.011000000000000003
38,Ct,Formate,,,,,,,,,,,,,,,,,,,0,0.007333333333333331
39,Ct,Fumarate,Model(BaranyiRoberts),1.628430553398366,0.07681217807560672,-1382.9260244596305,-1404.6484296539334,0.00048313451959575333,0.042621297711685116,0.00010000000956922328,0.9579866055464605,3.7492883602958416,0.11683890869759413,12183526527.613525,9466088493.669477,False,False,1.0608462104106642,0.2761928595261929,3.6829853316469188,1,0.9973333333333335
40,Ct,Glutarate,Model(BaranyiRoberts),0.10933326455416012,0.02219216489386281,-1658.3430330968035,-1678.7590973880372,0.0020593313012998112,0.11247594852558615,0.04979665955775858,1.251372842997774,0.14612302602015015,1.214171032828299,0.00010014631146515462,4.841466478753198,False,False,0.13229119437551926,4.9240768546324105,11.206500599880556,1,1.098666666666667
41,Ct,Glycerol,,,,,,,,,,,,,,,,,,,0,0.009999999999999988
42,Ct,Glycine,Model(BaranyiRoberts),0.12427565483114515,0.0172015817954231,-3376.4717767468233,-3400.7133050144876,0.16601113610559362,0.6001192906348368,0.0482640552659539,0.6345803114171613,0.5735850695607989,0.3392466715820457,0.00010000000012189147,0.25584977878808646,True,True,0.14418701807967826,4.90393170948726,36.067843929228545,1,0.5876666666666667
43,Ct,Inosine,,,,,,,,,,,,,,,,,,,0,0.0036666666666666514
44,Ct,L-alanine,Model(BaranyiRoberts),0.009206213084709893,0.004508077882136972,-4857.411919559606,-4882.107272312504,0.004062229704427198,0.14227255640272854,0.049588330588800966,0.1949296462029848,0.5193508584257,0.10002318193145027,0.012408865684019554,0.09513409459746147,True,False,0.025956917585282124,29.620175731286842,38.32743433519374,1,0.09733333333333333
45,Ct,L-arginine,,,,,,,,,,,,,,,,,,,0,0.008333333333333331
46,Ct,L-aspartate,Model(BaranyiRoberts),0.24771477287471458,0.044339488730819096,-756.1839691478334,-773.2016605895423,0.03878659924024971,0.268403731113091,0.04942662464264069,1.0019240429144542,0.4300409162729531,1.3575553453458546,0.00010000000147547539,2.0393445416758844,True,False,0.4002622951345153,1.743590813035257,7.210219648228115,1,1.0386666666666666
47,Ct,L-glutamate,Model(BaranyiRoberts),0.11044813077956689,0.029606966519799004,-857.9581972244928,-874.9758886662016,0.10826945929982372,0.3339447965002147,0.04954734119040172,1.397687934170042,2.794039926575263,0.10000000000285662,0.00010000000061327619,2.4313128845371734,True,True,0.5661378206190609,1.2184128573017459,5.098341505707865,1,1.349
48,Ct,L-glutamine,Model(BaranyiRoberts),0.11527370545807109,0.028293318000171472,-996.9384494032329,-1014.7573292006889,4.977252057847536e-06,2.198415818920719e-05,0.007768530654520545,1.4885421991195387,1.7953208131788523,0.10000000002345799,136379445571.667,98921427811.83896,True,True,0.4127347293130976,1.008425091758425,4.692373031817808,1,1.3410000000000002
49,Ct,L-histidine,Model(BaranyiRoberts),0.07274977123584223,0.01741045797260972,-1911.4445922524221,-1932.328425792474,0.11033263059722864,0.4141031945470656,0.050800174167135115,1.0542871705791124,0.2790389621657574,0.8796827599286084,0.00010000000041965329,0.6676454056045589,True,False,0.21724889750912751,3.2421171171171164,17.94440306553647,1,1.0046666666666666
50,Ct,L-isoleucine,Model(BaranyiRoberts),0.29160672147629985,0.025371705637728604,-3292.057980729635,-3316.753333482533,0.07038055685288269,0.3721715176807266,0.04710633624666816,1.1026332452292167,1.372481760081678,1.3880934717892306,0.006914179725617364,0.04238684617607391,True,False,0.0787559012057146,8.9918390612835,51.46327300020278,1,0.998
51,Ct,L-Lactate,Model(BaranyiRoberts),0.10930005024420866,0.027550465090373583,-1004.6010484131714,-1022.4199282106274,0.9369048045321847,0.9849741695194326,0.04786045779334214,1.3208955920157723,0.6075626855545928,0.5601162300926714,0.00010000000204879456,1.3964518555924539,True,True,0.4144136799336905,1.6807084862640407,8.985911593932325,1,1.2753333333333332
52,Ct,L-leucine,Model(BaranyiRoberts),0.12428762111520686,0.020560812498438424,-2249.907094008414,-2272.008572612446,0.06354944640473544,0.29975001447966915,0.056090802995267364,1.3276689922934823,0.8430565384574752,0.13590790271520098,0.00010000000212428972,0.601165836904493,True,True,0.19556163096450369,3.628600823045268,18.44786757130273,1,1.1926666666666668
53,Ct,Malate,Model(BaranyiRoberts),0.18932013536604397,0.03298555373155443,-1156.3122497222946,-1175.2665815175817,0.005313753026393229,0.09003056898404967,0.0012974347644958417,0.9781919774545784,3.6232994963269882,0.10000000027730874,7223730930.360781,5305856949.699854,False,True,0.858482169869061,0.4062117673228784,3.0945365410889814,1,0.969
54,Ct,Mannitol,,,,,,,,,,,,,,,,,,,0,0.007333333333333331
55,Ct,Mannose,,,,,,,,,,,,,,,,,,,0,0.009000000000000008
56,Ct,myo-inositol,,,,,,,,,,,,,,,,,,,0,0.014999999999999993
57,Ct,Orotate,Model(BaranyiRoberts),0.034396655217446115,0.008713828447905539,-4260.321346066559,-4285.016698819458,0.009541764894488046,0.22035980607887395,0.05156983636684109,0.10530574239876755,2.9581144121245457,5.37874888554623,0.001017455884626095,0.036374044262958316,True,False,0.016093295228147116,72.99257590924257,32.58912296653901,1,0.05566666666666666
58,Ct,Phenylalanine,Model(BaranyiRoberts),0.09978979189211043,0.015874332236978532,-3245.4085394616413,-3269.2970247291682,0.47050787428886515,0.8667590066041311,0.056097646103060894,1.1413332465570958,0.6432249022029223,0.10000000014435688,0.00010000000139198661,0.5204966336658938,True,True,0.12096351418449404,5.944694694694693,22.29848542164939,1,0.9319999999999999
59,Ct,Proline,Model(BaranyiRoberts),0.03659976565543847,0.010830832895180702,-2789.365569202784,-2811.823588329641,0.1996310734199444,0.6184323966173586,0.0536387140627268,1.3215515715402686,0.440815740266287,0.4041030832555669,0.0001000000026170067,0.6668747836355224,True,True,0.2337767867225045,3.018212657101545,17.187393311264138,1,1.2593333333333332
60,Ct,Ribose,,,,,,,,,,,,,,,,,,,0,0.0029999999999999957
61,Ct,Sucrose,,,,,,,,,,,,,,,,,,,0,0.006999999999999999
62,Ct,Uridine,,,,,,,,,,,,,,,,,,,0,0.02766666666666666
63,Ct,No CS,,,,,,,,,,,,,,,,,,,0,0.004333333333333342
64,Oa,Acetate,Model(BaranyiRoberts),0.33531219980948557,0.03524055953488009,-1773.0105723572108,-1794.601104111201,0.9623592799946323,0.9935711652488265,0.05787440267984434,1.1494999139835718,1.4983598403381762,0.10000000001588615,0.0001284986805627497,0.6052430941965998,True,True,0.22757834911195965,3.107148815482148,16.675195285142028,1,1.1019999999999999
65,Oa,Adenosine,,,,,,,,,,,,,,,,,,,0,0.039666666666666676
66,Oa,Cysteine,Model(BaranyiRoberts),0.10026513550979504,0.01655138839122071,-2966.7250322572613,-2990.1408322576694,0.0003652549620886065,0.048264397693987084,0.0412063668791145,0.26883477182096827,0.35904920163665727,1.879908186696656,44869827668.06104,33740517621.505806,False,False,0.34105127881485864,2.075603381158937,1.0452276815537374,1,0.23600000000000002
67,Oa,D-arabinose,Model(BaranyiRoberts),0.5039929799315446,0.03489089204449688,-2742.2231943627494,-2766.378390205701,0.9991743229320845,0.999889613661919,0.044614409012672995,1.0669220770154426,0.729808802098122,2.5845155585698976,0.013775564151338404,0.06300534426346371,True,True,0.12745486241968282,5.5934684684684655,40.68836234162011,1,1.0376666666666667
68,Oa,D-Glucose,Model(BaranyiRoberts),0.591842258879902,0.04846215422760903,-1492.4173693457626,-1513.5939438708313,0.9988748676617493,0.999807157402012,0.04895123618814434,1.1152255560027855,2.6743680769971845,0.10000004391327258,0.00010000000009680043,0.6309260427397536,True,True,0.3403826802819921,2.0593788232677106,15.530232612377773,1,1.153
69,Oa,D-xylose,Model(BaranyiRoberts),0.31282830400229783,0.032619654356659755,-1978.528604801879,-2000.6300834059111,0.0649549589379474,0.31292154700339087,0.05587317877313702,1.1368914875365792,0.5338390538258047,0.7816198546616269,0.004073761247507024,0.2530702855580116,True,False,0.2190595878723173,3.2363196529863174,21.905972178260914,1,1.1393333333333333
70,Oa,Formate,,,,,,,,,,,,,,,,,,,0,0.0030000000000000027
71,Oa,Fumarate,Model(BaranyiRoberts),0.1652511383482623,0.03254692257186718,-1038.3234713018712,-1056.6226073453684,1.5990497171090786e-10,7.363014511134041e-10,0.007042982551185517,1.0786899458209225,0.4747195733061177,1.2282435498953181,3.3027933259039335,791.0897850352914,True,True,0.4453462700120337,1.4566789011233454,6.365106317791653,1,1.0613333333333332
72,Oa,Glutarate,Model(BaranyiRoberts),0.29965174965923536,0.030990680446689636,-2133.360881152334,-2155.818900279191,0.9997322889977814,0.999958791989767,0.056466785780637796,1.0876084580172962,3.0178034223185026,0.10000000000508784,0.00010000000309351442,0.5322556342404416,True,True,0.3130764296153649,2.237640418195973,17.61793267866141,1,1.1026666666666665
73,Oa,Glycerol,,,,,,,,,,,,,,,,,,,0,0.018333333333333333
74,Oa,Glycine,Model(BaranyiRoberts),0.012840240661246182,0.00697404296172551,-2588.360075393131,-2609.8157700120087,0.06270306381087033,0.2856480579766646,0.04743446490162495,0.17537957297169848,7.998608531654596,2.8510591690975815,0.0005501583550409084,0.0947083895290699,True,True,0.06892771759616739,11.359776443109777,25.23495731964941,1,0.13133333333333336
75,Oa,Inosine,Model(LogisticLag2),0.007283643604044552,0.004009823369256678,-4969.641865470415,-4990.22132609783,0.23832832032252307,0.19365670896728926,0.0501355552728775,0.40126176944931724,0.08552948983464866,1.0,0.00010000000160093059,0.1743985558993113,True,True,0.05359692562654702,13.374416082749413,57.5716225638438,1,0.15366666666666667
76,Oa,L-alanine,Model(BaranyiRoberts),1.064368928491259,0.06278620184849708,-1461.1402387821502,-1482.7307705361404,0.003479085709619252,0.09003056844267975,0.00010000000525822728,1.086934100634778,1.613830114275001,0.11329268466735612,31450054460.104374,22785098418.96888,False,True,0.4170384070723666,0.6754671338004672,9.196648412353852,1,1.123
77,Oa,L-arginine,Model(BaranyiRoberts),0.06405813200362184,0.01607168066411982,-2015.7449018142865,-2036.8254742912764,0.0035268851290423857,0.087201753122838,0.03155717932222424,1.0132074786899359,0.21945264125614364,9.999638729667685,0.3631043263498652,0.0001000028963900057,False,True,0.058672215672291556,11.851198420642863,37.122414635986566,1,0.9345
78,Oa,L-aspartate,Model(BaranyiRoberts),0.5634045813923323,0.041319324901065296,-2068.2459263676383,-2091.0404822944015,0.0028596254135182576,0.09007301994273575,0.04622378111479408,2.155509944098113,0.372379313759298,0.10000052343050944,16.191784968688967,0.00010000102890606044,False,True,0.0772887404386962,6.715020576131689,14.409419937153457,1,1.0156666666666667
79,Oa,L-glutamate,Model(BaranyiRoberts),0.593198149716682,0.04687248856350449,-1618.9846299029518,-1640.575161656942,5.985312939970977e-08,2.187133600115231e-06,0.000777273016779878,0.9891672725645231,0.48131289581919584,0.641402183260243,33584285546.90712,24287665020.60195,True,False,0.3740230460223918,1.4409965521076633,10.88483324198102,1,1.0223333333333338
80,Oa,L-glutamine,Model(BaranyiRoberts),0.4476683973143658,0.031436132994495464,-3097.8810149488477,-3122.5763677017458,0.0026682688760239054,0.11153982636194454,0.04921391074284309,1.0817874566940897,0.05675871491404569,6.353443477207027,0.00010000032264834147,2.7468676067846225,False,True,0.05678003851885938,12.240990990990987,33.49113295489349,1,1.061
81,Oa,L-histidine,Model(BaranyiRoberts),0.22638906568219955,0.02895648495665839,-1879.0684593501278,-1900.658991104118,0.9999999999781448,0.9999999999965383,0.060878304258127125,1.1458533151100079,1.6260859876913645,0.10000000000296433,0.00282005306231925,0.35797090171080836,True,True,0.18806693842192876,3.7826159492826186,17.534241508729444,1,1.0983333333333332
82,Oa,L-isoleucine,Model(BaranyiRoberts),0.023674313326297866,0.007229189257499477,-4429.547964049266,-4454.243316802164,0.002167231081606685,0.07735521446097174,0.04917902158687815,0.22160484273196257,0.6034981207680885,0.10149076822778601,0.051223184779420894,0.0687218846059312,True,False,0.02590933836797095,28.7134356578801,29.74383836794796,1,0.1303333333333333
83,Oa,L-Lactate,Model(BaranyiRoberts),0.3198936908410762,0.037960012794468326,-1420.006489584745,-1440.4225538759786,0.9991195749977552,0.9998392603281357,0.0512061088363196,1.0720808290707142,3.3428281467243424,0.10000000040032672,0.00010000000453924685,0.7066696291005383,True,True,0.3925327747028617,1.8141335780224672,13.589049367922222,1,1.0913333333333335
84,Oa,L-leucine,,,,,,,,,,,,,,,,,,,0,0.138
85,Oa,Malate,Model(BaranyiRoberts),0.2583530855097813,0.0406953255607889,-968.6131817518158,-986.912317795313,0.005900052368357579,0.09003056039749341,0.00023491869429159706,1.2100258623946003,2.7491696003023076,0.10000001052421185,45742571650.07151,33231402121.46198,False,True,0.645104062161899,0.44220609498387276,5.421537508199522,1,1.1903333333333332
86,Oa,Mannitol,Model(BaranyiRoberts),0.2357914391124171,0.022814708043670393,-3388.3016216464684,-3412.9969743993665,0.9989000876248881,0.9998593886600117,0.040962504138054356,1.259489621087998,0.18645763442005286,4.211077715280907,0.03545930960045984,0.06012804543136396,True,True,0.1061001467008375,6.649427204982757,55.29079935791117,1,1.2446666666666666
87,Oa,Mannose,Model(BaranyiRoberts),0.19211565109014492,0.02412817108002813,-2423.2930738710293,-2446.0876297977925,0.37483427841121936,0.9324045690557236,0.05144447292028875,1.1516670385614491,0.9861384703581985,0.23929232932500424,0.0020354460778555516,0.1992650986179385,True,False,0.16317920620238688,4.348251028806583,29.78769965372607,1,1.116
88,Oa,myo-inositol,Model(BaranyiRoberts),0.5275230211997659,0.04325100011961212,-1737.523053423733,-1759.3744958493617,0.9978285935212655,0.9996479076061803,0.05347020063166319,1.075603274783327,2.922644878316467,0.10000000103678582,0.0001000000043662741,0.5088972342083817,True,True,0.30573022716041026,2.3046240685129575,18.445993323700254,1,1.0956666666666668
89,Oa,Orotate,,,,,,,,,,,,,,,,,,,0,0.011000000000000003
90,Oa,Phenylalanine,,,,,,,,,,,,,,,,,,,0,0.01666666666666667
91,Oa,Proline,Model(BaranyiRoberts),0.49339387647923616,0.038666949181801094,-2112.033690368728,-2134.828246295491,0.6927057853706483,0.9391879776861027,0.04648521168915898,1.423795073339363,0.168985149422775,1.9361743332875543,0.4106420405448057,0.04741177910546135,True,True,0.09548436997741083,7.320473251028805,24.715167836811286,1,1.4020000000000001
92,Oa,Ribose,Model(BaranyiRoberts),0.26451331761476066,0.02546206894457202,-2959.113785061275,-2983.1813881077,0.12224491634550601,0.5085722909198596,0.046577225208124906,1.0843860786710044,0.19803443116169483,1.4125737142452806,0.04163252950148566,0.09227853397193098,True,False,0.10292366042911406,6.873470692915134,35.93227212442291,1,1.0649999999999997
93,Oa,Sucrose,Model(BaranyiRoberts),0.32311412939340717,0.03764528169879474,-1462.8976558458844,-1483.473729619611,0.999699026859515,0.9999458046542143,0.05125849047179587,1.2596979558500132,2.926737824677525,0.10000000087404504,0.00010000000459986502,0.5951133260724135,True,True,0.3548900436163277,1.9772550328105858,16.273222218749865,1,1.2576666666666667
94,Oa,Uridine,,,,,,,,,,,,,,,,,,,0,0.016666666666666663
95,Oa,No CS,,,,,,,,,,,,,,,,,,,0,6.938893903907228e-18
96,Ml,Acetate,Model(BaranyiRoberts),0.4939298121418252,0.04112834123254301,-1829.5172484001018,-1851.5777712137115,0.33889585912158077,0.7631736430417237,0.08617002797521822,0.8730002789166906,0.7178103889848915,0.10000000000076334,0.0069887223220819195,0.17198314774661339,True,True,0.06882448081726396,10.447461350239127,29.268690003423163,1,0.8055500000000001
97,Ml,Adenosine,Model(BaranyiRoberts),0.24489008511675103,0.02364550239203172,-3243.760830243028,-3268.254143705287,0.9999823629630946,0.9999977091865984,0.06260029125501565,0.6968422390666289,7.581729179239993,7.0099017552088005,0.0030661344130396007,0.012870289022727022,True,True,0.04628451591647191,15.488544099655208,40.88592208374981,1,0.6554333333333333
98,Ml,Cysteine,Model(BaranyiRoberts),0.5361898567547475,0.03625176996202093,-2670.822327978871,-2694.889931025296,0.002329524511328444,0.0900285348136588,0.043300382482703625,0.405945709814453,2.323426386413187,0.1000000011312338,29372871346.211006,21439272298.026924,False,True,0.32348142847595984,1.769408297186075,0.4643138582912095,1,0.39936666666666665
99,Ml,D-arabinose,Model(BaranyiRoberts),1.4600838769419304,0.05773668533264405,-2461.7382480773595,-2486.2315615396183,0.9999999951013889,0.9999999993647875,0.05332702990764426,1.205034796378207,1.0129654845039961,0.10000000000205317,0.00010000000075205406,0.29861537411347827,True,True,0.14181268629478547,4.968023579134687,33.72480329385338,1,1.1280999999999999
